school_id,school,level_name,type_name,school_nature_name,f985,f211,dual_class_name,recommend_master_level(保研星级),num_doctor(博士点),num_master(硕士点),num_subject(国家重点学科),province_name(省份),city_name(城市),town_name(区县),address(学校地址),email(电子邮箱),phone(招生电话),site(官方网址),motto(校训),content(简介),ruanke_rank(软科综合排名),xyh_rank(校友会综合排名),qs_world(QS世界排名),us_rank(US世界排名),tws_china(泰晤士大陆排名)
51,西南交通大学,本科,理工类,公办,2,1,双一流,2.5,20,43,2,四川,成都市,郫都区,"犀浦校区：四川省成都市郫都区犀安路999号,九里校区：四川省成都市二环路北一段111号,峨眉校区：四川省峨眉山市景区路二段6号",zszx@swjtu.edu.cn,"028-66366373,028-66368074","https://zhaosheng.swjtu.edu.cn/, https://www.swjtu.edu.cn/",精勤求学，敦笃励志，果毅力行，忠恕任事,西南交通大学是教育部直属全国重点大学，国家首批“双一流”“211工程”“985工程优势学科创新平台”“2011协同创新计划”重点建设高校，设有研究生院。坐落于中国历史文化名城、国家中心城市、“成渝地区双城经济圈”核心城市——成都。学校1896年创建于山海关，始称“北洋铁路官学堂”（ImperialChineseRailwayCollege)，是中国第一所工程教育高等学府，中国土木工程、矿冶,59,56,0,577,0
50,辽宁大学,本科,综合类,公办,2,1,双一流,2,13,30,3,辽宁,沈阳市,皇姑区,"沈阳崇山校区：辽宁省沈阳市皇姑区崇山中路66号,沈阳蒲河校区：辽宁省沈阳市沈北新区道义南大街58号,辽阳武圣校区:辽宁省辽阳市青年大街38号",,024-62202299,"https://zs.lnu.edu.cn/, https://www.lnu.edu.cn",明德精学 笃行致强,辽宁大学是一所具备文、史、哲、经、管、法、理、工、医、艺等学科门类的综合性大学，是国家“211工程”重点建设院校和国家“双一流”建设高校，经济学科入选教育部“101计划”。学校现有三个校区，即沈阳崇山校区、沈阳蒲河校区和辽阳武圣校区。学校占地面积2222亩，校舍建筑面积67万平方米。辽宁大学源起于1948年11月东北人民政府在沈阳建立的商业专门学校，是中,131,98,0,1609,0
49,北京中医药大学,本科,医药类,公办,2,1,双一流,2.5,3,7,2,北京,北京市,朝阳区,北京市朝阳区北三环东路11号,zs@bucm.edu.cn,010-64286231,"https://bkzs.bucm.edu.cn, https://www.bucm.edu.cn/",,北京中医药大学是一所以中医药学为主干学科的全国重点大学，直属教育部管理，由教育部、国家卫生健康委员会、国家中医药管理局和北京市共建。学校现任党委书记王瑶琪，校长唐志书。北京中医药大学始建于1956年，前身为北京中医学院，是国务院批准最早创办的高等中医药院校。1960年，被中央确定为全国重点高校；1993年，更名为北京中医药大学；1996年，入选国家“211,83,105,1201-1400,1501,0
48,北京邮电大学,本科,理工类,公办,2,1,双一流,3,15,24,2,北京,北京市,海淀区,北京市海淀区西土城路10号教一楼319室,zsb@bupt.edu.cn,"010-62282045,010-62285045,010-62280945,010-62289945","https://zsb.bupt.edu.cn/#1307, https://www.bupt.edu.cn",,六十余载风雨砥砺，六十余载春华秋实。明光之北、蓟门之南，古老的城墙，见证了永不消逝的电波；鸿雁翱翔、银杏巍巍，坚实的土地，承载了信息黄埔的传奇。北京邮电大学是新中国第一所邮电高等学府，是教育部直属、工业和信息化部共建的全国重点大学，是一所以信息科技为特色、工学门类为主体、工管文理交叉融合的研究型大学，是我国信息科技人才的重要培养基,63,46,901-950,549,0
47,北京航空航天大学,本科,理工类,公办,1,1,双一流,5,34,36,8,北京,北京市,海淀区,"学院路校区：北京市海淀区学院路37号,沙河校区：北京市昌平区沙河高教园区",zsbgs@buaa.edu.cn,010-83429695,"https://zs.buaa.edu.cn/index.htm, https://www.buaa.edu.cn/",,柏彦故地，巍巍学府。春秋代序，峥嵘航路。1950年，朝鲜战争爆发。抗美援朝战场上，敌我空军力量悬殊。战争的迫切需求推动了新中国航空工业从修理向制造过渡，国家“急需办一所航空大学”。1951年，国家决定将北洋大学、厦门大学、西北工学院航空系并入清华大学航空工程学系，成立清华大学航空工程学院；将云南大学航空工程系并入四川大学航空系；将西南工业专科,12,17,452,227,21
46,中国人民大学,本科,综合类,公办,1,1,双一流,5,27,37,8,北京,北京市,海淀区,北京市海淀区中关村大街59号,zsb@ruc.edu.cn,400-012-3517,"https://rdzs.ruc.edu.cn/cms/, https://www.ruc.edu.cn",实事求是,中国人民大学（RenminUniversityofChina）是中国共产党创办的第一所新型正规大学，直属于教育部，由教育部与北京市共建。现任党委书记为张东刚、校长为林尚立。历史沿革和领导关怀中国人民大学前身是1937年诞生于抗日战争烽火中的陕北公学，以及后来的华北联合大学和北方大学、华北大学。学校始终与党和国家同呼吸、共命运，始终得到党中央的亲切关怀和高度重视。陕北,18,11,621-630,451,0
45,中央民族大学,本科,民族类,公办,1,1,双一流,2.5,6,26,0,北京,北京市,海淀区,北京市海淀区中关村南大街27号,muc3922@126.com,"010-68932902,010-68933922","https://zb.muc.edu.cn, https://www.muc.edu.cn/",美美与共，知行合一,中央民族大学是国家民委、教育部、北京市共建高校。学校前身为1941年成立的延安民族学院。新中国成立后，经中央政府批准，1951年在北京成立中央民族学院，1993年11月更名为中央民族大学；1999年、2004年学校先后进入国家“211工程”和“985工程”；2017年进入“双一流”建设A类高校行列。党和国家历届领导集体始终非常关心和重视中央民族大学的建设和发展。毛泽东、邓小,103,80,0,1856,0
44,湖南大学,本科,综合类,公办,1,1,双一流,3,30,37,0,湖南,长沙市,岳麓区,长沙市岳麓区麓山南路1号湖南大学二办公楼,admi@hnu.edu.cn,"0731-88823560,0731-88823067,0731-88823578,0731-88823565","https://admi.hnu.edu.cn, https://www.hnu.edu.cn/",实事求是，敢为人先,湖南大学坐落于中国历史文化名城长沙，前临碧波荡漾的湘江，后倚秀如琢玉的岳麓山，素有“千年学府、百年名校”之称。学校办学起源于公元976年创办的岳麓书院，是中国同址办学时间最长的高等学府，历经千年变迁，弦歌不绝，始终保持文化教育的连续性，是中国高等教育发展的生动缩影和世界高等教育的罕见奇迹。1903年改制为湖南高等学堂，1926年正式定名湖南大学，,32,31,448,119,26
43,北京林业大学,本科,农林类,公办,2,1,双一流,3,7,24,4,北京,北京市,海淀区,北京市海淀区清华东路35号,blzsb@bjfu.edu.cn,"010-62338216,010-62338222","https://zsb.bjfu.edu.cn/, https://www.bjfu.edu.cn/",,北京林业大学是教育部直属，教育部、国家林业和草原局、北京市人民政府共建的全国重点大学，是国家首批“211工程”重点建设高校和国家“优势学科创新平台”建设项目试点高校，是国家“双一流”建设高校。历史积淀深厚。学校办学历史可追溯至1902年的京师大学堂农业科林学目。1952年全国高校院系调整，北京农业大学森林系与河北农学院森林系合并，成立北京林学院。,84,70,0,730,0
42,武汉大学,本科,综合类,公办,1,1,双一流,4,53,58,22,湖北,武汉市,武昌区,湖北省武汉市武昌区八一路299号,wdzsb@whu.edu.cn,027-68754231,"https://aoff.whu.edu.cn/, https://www.whu.edu.cn/",自强、弘毅、求是、拓新,江城多山，珞珈独秀；山上有黉，武汉大学。武汉大学是教育部直属重点综合性大学，是国家“985工程”和“211工程”重点建设高校，是首批“双一流”建设高校。武汉大学溯源于1893年清末湖广总督张之洞奏请清政府创办的自强学堂，历经传承演变，1928年定名为国立武汉大学，是近代中国第一批国立大学。1946年，学校已形成文、法、理、工、农、医6大学院并驾齐驱的办学格,9,10,194,108,10
41,河北工业大学,本科,理工类,公办,2,1,双一流,2,11,26,2,天津,天津市,北辰区,天津市北辰区西平道5340号,zsb@hebut.edu.cn,"022-60438029,022-60438259","https://zs.hebut.edu.cn/, https://www.hebut.edu.cn/",,河北工业大学的前身是创办于1903年的北洋工艺学堂，是我国最早的培养工业人才的高等学校之一，创办了全国最早的高校校办工厂。1929年改称河北省立工业学院，1995年更名为河北工业大学。学校1996年跻身国家首批“211工程”重点建设高校行列；2014年由河北省、天津市和教育部共建；2017年，入选国家“双一流”建设高校；2022年，入选新一轮国家“双一流”建设高校。121年来,109,114,0,1396,0
40,中央音乐学院,本科,艺术类,公办,2,1,双一流,1,1,1,2,北京,北京市,西城区,北京市西城区鲍家街43号,zhaoban@ccom.edu.cn,"010-66425504,010-66425818","https://zhaoban.ccom.edu.cn/login;JSESSIONID=54901193046a4433b0ff48dffa685a63, https://www.ccom.edu.cn/",,中央音乐学院1949年由中央人民政府政务院命名成立，是由1938年成立的延安鲁迅艺术学院音乐系、1940年建立的重庆国立音乐院、1948年成立的华北大学三部音乐系、1918年成立的国立北平艺术专科学校音乐系等几所音乐教育机构合并组建而成，是新中国成立后创办的第一所培养高级专门音乐人才的高等学府。1960年被中共中央定为全国重点高等学校，2000年作为全国唯一一所被列入,0,175,0,0,0
39,北京外国语大学,本科,语言类,公办,2,1,双一流,3.5,2,11,7,北京,北京市,海淀区,北京市海淀区西三环北路2号,bwzsb@bfsu.edu.cn,"010-88816254,010-88816481","https://joinus.bfsu.edu.cn, https://www.bfsu.edu.cn/",,北京外国语大学（简称“北外”）坐落在北京市海淀区西三环北路，在三环路两侧分设东、西两个校区，是教育部直属、首批“211工程”高校、“985”优势学科创新平台高校、首批“双一流”建设高校。东院校门更新北外是中国共产党创办的第一所外国语高等学校，前身是1941年成立于延安的中国抗日军政大学三分校俄文队，后发展为中央军委外国语学校，建校始隶属于党中央,73,80,1201-1400,0,0
38,北京交通大学,本科,理工类,公办,2,1,双一流,3.5,21,32,5,北京,北京市,海淀区,北京市海淀区西直门外上园村3号,,010-51688441,"https://zsw.bjtu.edu.cn, https://www.bjtu.edu.cn/",知行,北京交通大学是教育部直属，教育部、交通运输部、北京市人民政府和中国国家铁路集团有限公司共建的全国重点大学，是国家“211工程”“985工程优势学科创新平台”“双一流”建设高校。北京交通大学作为交通大学的三个源头之一，历史渊源可追溯到1896年，前身是清政府创办的铁路管理传习所，是中国第一所专门培养管理人才的高等学校，是中国近代铁路管理、电信教育,41,40,901-950,596,0
37,西北大学,本科,综合类,公办,2,1,双一流,3,25,37,9,陕西,西安市,碑林区,"长安校区：陕西省西安市长安区郭杜教育科技产业园区学府大街1号,太白校区：陕西省西安市太白北路229号,桃园校区：陕西省西安市高新四路15号",zsb@nwu.edu.cn,029-88302211,"https://zsb.nwu.edu.cn/, https://www.nwu.edu.cn/",公诚勤朴,西北大学肇始于1902年的陕西大学堂和京师大学堂速成科仕学馆。1912年始称西北大学。1923年改为国立西北大学。1937年西迁来陕的国立北平大学、北平师范大学、北洋工学院和北平研究院等组成国立西安临时大学，1938年改为国立西北联合大学，1939年复称国立西北大学。新中国成立后为教育部直属综合大学。1950年复名西北大学。1958年改隶陕西省主管。1978年被确定为全国重点大,67,64,1001-1200,730,69
36,长安大学,本科,理工类,公办,2,1,双一流,2.5,13,34,6,陕西,西安市,,"北校区：陕西省西安市未央区尚苑路,南校区：陕西省西安市南二环路中段",zsb@chd.edu.cn,"029-82334104,029-82334813","https://zsb.chd.edu.cn, https://www.chd.edu.cn/",弘毅明德、笃学创新,长安大学直属国家教育部，是国家首批“211工程”重点建设大学、国家“985优势学科创新平台”建设高校、国家“双一流”建设高校。学校创建于新中国百业待兴之时，壮大于改革浪潮迭起之际，兴盛于高等教育强国大势之中，与共和国同向同行七十余载。自1951年起，学校前身西安公路交通大学、西安工程学院、西北建筑工程学院相继成立。1956年开始招收来华留学生。1978年,92,101,0,748,0
35,云南大学,本科,综合类,公办,2,1,双一流,2,22,41,0,云南,昆明市,呈贡区,"东陆校区：云南省昆明市翠湖北路2号,呈贡校区：云南省昆明市呈贡区大学城东外环南路",zszx@ynu.edu.cn,"0871-65033819,0871-65032173,0871-65939873","https://zsb.ynu.edu.cn/, https://www.ynu.edu.cn/",自尊、致知、正义、力行,云南大学始建于1922年，1923年正式开学，时为私立东陆大学，1934年更名为省立云南大学，1938年改为国立云南大学，是我国西部边疆最早建立的综合性大学之一。1937年，著名数学家、教育家熊庆来出任校长，一大批著名学者受聘到校任教，奠定了学校较高的发展基础和深厚的学术底蕴，开创了云大办学历史上的第一个辉煌时期。20世纪40年代，云南大学已发展成为一所包括文、,70,88,0,822,0
34,哈尔滨工业大学,本科,理工类,公办,1,1,双一流,4.5,31,41,21,黑龙江,哈尔滨市,南岗区,哈尔滨市南岗区西大直街92号哈尔滨工业大学一校区活动中心427室,hitzsb@hit.edu.cn,"0451-53985216,0451-86414771","https://zsb.hit.edu.cn/, https://www.hit.edu.cn",规格严格，功夫到家,2020年6月7日，习近平总书记致信祝贺哈尔滨工业大学建校100周年。贺信指出，哈尔滨工业大学历史悠久。新中国成立以来，在党的领导下，学校扎根东北、爱国奉献、艰苦创业，打造了一大批国之重器，培养了一大批杰出人才，为党和人民作出了重要贡献。希望哈尔滨工业大学在新的起点上，坚持社会主义办学方向，紧扣立德树人根本任务，在教书育人、科研攻关等工作中，,16,13,252,160,11
33,大连海事大学,本科,理工类,公办,2,1,双一流,2,10,24,2,辽宁,大连市,甘井子区,辽宁省大连市凌海路1号,bkzs@dlmu.edu.cn,0411-84727233,"https://bkzs.dlmu.edu.cn, https://www.dlmu.edu.cn/",学汇百川，德济四海,大连海事大学坐落于辽宁省大连市，是一所历史悠久、特色鲜明的高等学府，是交通运输部直属的唯一高校，是国家首批“211工程”和“双一流”建设高校。学校因海而生，其发展历史是中国高等航海教育建设发展成就的缩影。学校肇始于1909年设立的晚清邮传部上海高等实业学堂船政科，为“挽救航权、振兴国运”而萌发初创。学校凭海而兴，在战火纷飞的年代，历尽坎坷，,111,128,0,839,0
32,内蒙古大学,本科,综合类,公办,2,1,双一流,2,13,24,2,内蒙古,呼和浩特市,赛罕区,"北校区：内蒙古自治区呼和浩特市赛罕区大学西街235号,南校区：内蒙古自治区呼和浩特市玉泉区昭君路24号",ndzs2008@imu.edu.cn,"0471-4992205,0471-4993164","https://zhaosheng.imu.edu.cn/, https://www.imu.edu.cn/",,历史沿革内蒙古大学位于内蒙古自治区首府、历史文化名城呼和浩特市，距北京400余公里，是中华人民共和国成立后党和国家在边疆民族地区创办的第一所综合大学。学校于1957年高起点创办，时任国务院副总理、自治区主席乌兰夫任首任校长（1956—1968），原高教部综合大学司副司长于北辰任副校长，中科院学部委员、著名生物学家、北京大学一级教授、耶鲁大学博士李继侗,116,117,0,1832,0
31,北京大学,本科,综合类,公办,1,1,双一流,5,56,56,54,北京,北京市,海淀区,北京市海淀区颐和园路5号,bdzsb@pku.edu.cn,010-62751407,"https://www.gotopku.cn/, https://www.pku.edu.cn/",,北京大学创办于1898年，是戊戌变法的产物，也是中华民族救亡图存、兴学图强的结果，初名京师大学堂，是中国近现代第一所国立综合性大学，辛亥革命后，于1912年改为现名。在悠久的文明历程中，古代中国曾创立太学、国子学、国子监等国家最高学府，在中国和世界教育史上具有重要影响。北京大学“上承太学正统，下立大学祖庭”，既是中华文脉和教育传统的传承者，也,2,1,14,31,2
30,北京工业大学,本科,理工类,公办,2,1,双一流,2.5,22,33,3,北京,北京市,朝阳区,"平乐园校区：北京市朝阳区平乐园100号,通州校区：北京市通州区潞苑南大街89号",zsb@bjut.edu.cn,010-67391609,"https://admissions.bjut.edu.cn/, https://www.bjut.edu.cn/",,北京工业大学（BeijingUniversityOfTechnology）创建于1960年，是一所以工为主的多科性市属重点大学，覆盖工学、理学、经济学、管理学、文学、法学、教育学、艺术学、交叉学科等9个学科门类，1981年成为国家教育部批准的第一批硕士学位授予单位，1985年成为博士学位授予单位，1996年通过国家“211工程”预审，正式跨入国家二十一世纪重点建设的百所大学的行列。学校于2017年正式,66,62,801-850,549,0
